id,city,name,link,img,address,rating,price,Babysitting service,Kitchen,Shops,Massage,Swimming pool [indoor],Golf course [on-site],Family room,Table tennis,Restaurants,Playground,Garden,Sauna,Fitness center,Kids club,Poolside bar,Swimming pool [outdoor],Casino,Front desk [24-hour],Nightclub,Steamroom,Smoking area,Bar,Hot spring bath,Tennis court,Hot tub,Spa,Shared kitchen
HaNoi558,Ha Noi,Crystal Hotel Hanoi,https://www.agoda.com/crystal-hotel-hanoi/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/624/624095/624095_14042610240019215152.jpg?s=1024x768,"No 9 Hang Thung street, Hoan Kiem District, Hanoi, Vietnam, 10000",7.1,924765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi559,Ha Noi,Hanoi House Hostel & Travel,https://www.agoda.com/hanoi-guest-house/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=1,https://pix5.agoda.net/hotelImages/239/239422/239422_14041912320019132599.jpg?s=1024x768,"85 Ma May Street, Hoan Kiem District, Old Quarter, Hanoi, Vietnam",9.0,121039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HaNoi560,Ha Noi,Anchie Homestay,https://www.agoda.com/anchie-homestay/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/854/8543999/8543999_19070412410077669108.jpg?s=1024x768,"So 40 ngo 93, pho Ly Nam De, Phuong Cua Dong, Quan Hoan Kiem, Old Quarter, Hanoi, Vietnam",9.6,510823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi561,Ha Noi,HESTIA LEGEND HOTEL,https://www.agoda.com/hestia-legend-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=3,https://pix5.agoda.net/hotelImages/4423605/-1/b813aa98abc8cd41b3e18a9db7821451.jpg?s=1024x768,"53A - Hàng Bún, Ba Dinh District, Hanoi, Vietnam, 100000",8.3,660390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi562,Ha Noi,Advisor Family Homestay,https://www.agoda.com/advisor-family-homestay/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/119/1199410/1199410_16053010420042857871.jpg?s=1024x768,"09 Ngo Gach, Hang Buom, Old Quarter, Hanoi, Vietnam, 10000",7.0,257576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi563,Ha Noi,A25 Hotel - Lo Duc,https://www.agoda.com/a25-hotel-lo-duc/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/5368161/-1/68331a8cf902ba619a91f8cbc8b46109.jpg?s=1024x768,"187 Lo Duc, Hai Ba Trung District, Hanoi, Vietnam, 100000",7.6,606061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi564,Ha Noi,Hanoi Brilliant Hotel and Spa,https://www.agoda.com/hanoi-brilliant-hotel-and-spa/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/535509/-1/9996948d1d850d422b0c30ec5665b12c.jpg?s=1024x768,"44 Hang Trong Str, Hoan Kiem District, Hoan Kiem District, Hanoi, Vietnam",9.2,7065377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi567,Ha Noi,Hanoi Old Town Palace Guesthouse,https://www.agoda.com/hanoi-old-town-palace-guesthouse/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/209/2099521/2099521_17041109170052300693.jpg?s=1024x768,"30 Tam Thuong, Hang Bong, Old Quarter, Hanoi, Vietnam, 1000",7.6,260870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi568,Ha Noi,Nesta Hanoi Hotel To Hien Thanh,https://www.agoda.com/nesta-hanoi-hotel-to-hien-thanh_2/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/1602517/-1/0151639f1934123814e5bbfaefd5ba7d.jpg?s=1024x768,"73 TO HIEN THANH, HAI BA TRUNG, Hai Ba Trung District, Hanoi, Vietnam, 100000",8.2,938097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi570,Ha Noi,A25 Dich Vong Hau,https://www.agoda.com/a25-tran-thai-tong/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/550/5501107/5501107_18072615590067126537.jpg?s=1024x768,"2/25 Dich Vong Hau, Cau Giay, Ha Noi, Cau Giay District, Hanoi, Vietnam",7.6,588745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi573,Ha Noi,Hanoi Rendezvous Hotel,https://www.agoda.com/hanoi-rendezvous-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/251803/-1/b6e14230ed6f8d2dad637fae273e27a9.jpg?s=1024x768,"31 Hang Dieu Street, Hoan Kiem District, Old Quarter, Hanoi, Vietnam",8.3,552888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi575,Ha Noi,Dream Hotel & Apartment,https://www.agoda.com/dream-hotel-apartment/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/153/1539835/1539835_17062615000054070785.jpg?s=1024x768,"64 Nguyen Luong Bang, Dong Da District, Hanoi, Vietnam, 04",8.3,1270271,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi577,Ha Noi,Oriental Suites Hotel & Spa,https://www.agoda.com/oriental-suites-hotel-spa/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/972/97221/97221_15110911230037599108.jpg?s=1024x768,"58 hang Dao Street,Hoan Kiem district, Old Quarter, Hanoi, Vietnam, 100000",8.5,2611274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HaNoi578,Ha Noi,A&D Luxury hotel,https://www.agoda.com/a-d-luxury-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/6909071/-1/6cb79facb33430973ef907db35360fa1.jpg?s=1024x768,"Số 1 Hoàng Đạo Thuý, Trung Hoa Nhan Chinh, Hanoi, Vietnam, 1000",7.5,865801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi579,Ha Noi,Fukurai Boutique Apartments Ha Noi,https://www.agoda.com/fukurai-boutique-apartments-ha-noi/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/642/6427950/6427950_19011807350071464247.jpg?s=1024x768,"Number 35, 19 Alley, Lieu Giai Street, Ba Dinh District, Hanoi, Vietnam, 100000",8.0,1003636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi580,Ha Noi,OYO 383 Luxury Airport Hotel & Spa,https://www.agoda.com/luxury-airport-hotel-spa/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/5781383/-1/e0c1ebba670f1f2c328859ec48a5db48.jpg?s=1024x768,"No 93 , Road 2 , Mai Dinh , Soc Son , Ha Noi, Noi Bai Airport, Hanoi, Vietnam, 100000",8.0,453040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi581,Ha Noi,Hoang Gia Hotel,https://www.agoda.com/hoang-gia-hotel_7/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/157813898.jpg?k=901f2e04dde6e22b1f67437d08c87deecdcb1d3fa660a354a68365d40db4f9ec&o=,"Yen Xa, Tan Trieu, Thanh Tri, Ha Dong District, Hanoi, Vietnam",4.0,599000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi582,Ha Noi,AZ Hanoi Hostel,https://www.agoda.com/az-hanoi-hostel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/748440/-1/256c74162b9dce2b3019d9818b3afe09.jpg?s=1024x768,"27 Bat Dan, Old Quarter, Hanoi, Vietnam",7.8,76364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi583,Ha Noi,RedDoorz @ Hoang Cau Street,https://www.agoda.com/soleil-apartment_2/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/5984851/-1/52bf971e308e744cb65ab35d6eb83959.jpg?s=1024x768,"28 Lan 95 Hoang Cau, O Cho Dua, Dong Da, Dong Da District, Hanoi, Vietnam, 10000",7.9,448918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi588,Ha Noi,Marina Hotel Hanoi,https://www.agoda.com/marina-hotel-hanoi/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/860/8607362/8607362_19071212030078061205.jpg?s=1024x768,"22 Mieu Dam street, Nam Tu Liem District, Trung Hoa Nhan Chinh, Hanoi, Vietnam, 100000",8.4,763636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi589,Ha Noi,Hanu's House,https://www.agoda.com/hanu-s-house/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=6,https://q-xx.bstatic.com/xdata/images/hotel/840x460/160459642.jpg?k=2ada9f169040eba066dff31bc860f3d3df684477f6b72b0d612c5fd180c265f9&o=,"14 Hang Non, Hoan Kiem, Old Quarter, Hanoi, Vietnam",8.4,314286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi590,Ha Noi,Blue Pearl Hotel Hanoi,https://www.agoda.com/blue-pearl-hotel-hanoi/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/1161821/-1/0b2f42c790242b383b9c4abdeedd9633.jpg?s=1024x768,"04 Tran Tu Binh, Cau Giay District, Hanoi, Vietnam",7.4,625541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi591,Ha Noi,The Heritage Homestay,https://www.agoda.com/the-heritage-homestay/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/203654774.jpg?k=5a088da1ee55a633198d4328d8ac9e267688fb751e649ea895fe03a46d5d3b53&o=,"84 Nghi Tàm House number 12, Tay Ho District, Hanoi, Vietnam",8.1,477000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi592,Ha Noi,Home Fantasy ( No1),https://www.agoda.com/home-fantasy-no1/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=3,https://q-xx.bstatic.com/xdata/images/hotel/840x460/167505466.jpg?k=5d5484657d04b14f030bf26e512e36cc71e132298e84fbafe1bcd4f73e3e3e8e&o=,"16 The Giao Street, Hai Ba Trung, Hanoi, Hai Ba Trung District, Hanoi, Vietnam",8.1,327273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi593,Ha Noi,Hanoi Era Hotel,https://www.agoda.com/hanoi-era-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/194/194291/194291_17102413130058241170.jpg?s=1024x768,"22 Nguyen Huu Huan str, Old Quarter, Hanoi, Vietnam, 0084",9.2,6633473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi594,Ha Noi,The Pearl Hotel,https://www.agoda.com/the-pearl-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/35606229.jpg?k=529d8b736edab7f93a23ac0c4f5d2b1d16ea65ba3b1bbe0e3e2337115629e0f6&o=,"6B Lang Ha, Ba Dinh District, Hanoi, Vietnam",8.6,771777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi595,Ha Noi,7S Hotel King Palace & Spa,https://www.agoda.com/king-palace-hotel-and-spa/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/4916071/-1/816f46192ab0c8649d8b5cee005efa45.jpg?s=1024x768,"45 Hang Bong, Hoan Kiem, Hanoi, Old Quarter, Hanoi, Vietnam",8.1,1645022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi596,Ha Noi,Blue Hanoi Inn Hotel,https://www.agoda.com/blue-hanoi-inn-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/746/746829/746829_15072813580033174674.jpg?s=1024x768,"12B Chan Cam Street, Hoan Kiem District, Hanoi, Vietnam",9.1,1113160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi597,Ha Noi,Hanoi Dai Duong Hotel 1,https://www.agoda.com/hanoi-dai-duong-hotel-1/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/209/2095942/2095942_17091314240056295051.jpg?s=1024x768,"28 Nguyen Khang, Yen Hoa, Cau Giay District, Hanoi, Vietnam",7.7,455844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi598,Ha Noi,Esme Home,https://www.agoda.com/esme-home/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/855/8552543/8552543_19071010440078002258.jpg?s=1024x768,"No. 20, Alley 629/25 Kim Ma str,, Ba Dinh District, Hanoi, Vietnam, 100000",9.0,363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi599,Ha Noi,Tam Hotel,https://www.agoda.com/tam-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/433/433063/433063_16101508500047778570.jpg?s=1024x768,"3-5 Tran Te Xuong, Ngu Xa, Ba Dinh District, Ba Dinh District, Hanoi, Vietnam",9.0,606061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HaNoi625,Ha Noi,Palmo Hotel & Apartment 1,https://www.agoda.com/palmo-hotel-apartment-1/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/116/1162707/1162707_16042119040041691821.jpg?s=1024x768,"No.13 Alley 19 Lieu Giai street, Ba Dinh District, Hanoi, Vietnam, 100000",8.4,692641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi637,Ha Noi,Khach San VICTORIA,https://www.agoda.com/khach-san-victoria_2/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/204146422.jpg?k=750325ae722035b09105daf24883859da26c1283d4dd20b0edd97b535de0fc72&o=,"Bến Xe Yên Nghĩa Đường Cạnh Bến Xe Yên Nghĩa vào 200m, Ha Dong District, Hanoi, Vietnam",5.7,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi641,Ha Noi,Hanoi Bella Rosa Trendy Hotel,https://www.agoda.com/hanoi-bella-rosa-trendy-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/4591161/-1/ddd9fd5f077dafae21a2a6fa82447fac.jpg?s=1024x768,"11 Luong Ngoc Quyen, Hang Buom, Old Quarter, Hanoi, Vietnam, 10000",9.4,4495238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi644,Ha Noi,Quang Ba Trade Union Hotel,https://www.agoda.com/quang-ba-trade-union-hotel_11/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/651/6517871/6517871_19012314280071603708.jpg?s=1024x768,"98 Tô Ngọc Vân, Tay Ho District, Hanoi, Vietnam",7.6,942857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi645,Ha Noi,Hanoi Old Quarter Hotel,https://www.agoda.com/hanoi-old-quarter-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/108/108533/108533_15121016220038413241.jpg?s=1024x768,"02 Nguyen Huu Huan Street, Old Quarter, Hanoi, Vietnam, 0",7.6,1265715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi646,Ha Noi,Hanoi Gatsby Hotel,https://www.agoda.com/hanoi-gatsby-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/699/6998893/6998893_19041116470073675940.jpg?s=1024x768,"67 Hang Thiec - Hoan Kiem - Hanoi, Old Quarter, Hanoi, Vietnam, 844",9.5,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi647,Ha Noi,khong gian rieng tu thoang mat,https://www.agoda.com/khong-gian-rieng-tu-thoang-mat/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=6,https://q-xx.bstatic.com/xdata/images/hotel/840x460/169530080.jpg?k=db3fbeeafb0c1c0ed6fed01261aee5af8222d4696dc747361f3312d1fbbc7dba&o=,"số 16 ngõ 106 Lê Trọng Tấn Thanh Xuân, Trung Hoa Nhan Chinh, Hanoi, Vietnam",8.8,233182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi648,Ha Noi,Hanoi Elpis Hotel,https://www.agoda.com/hanoi-elpis-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/253966/-1/8ebb076400d4d2d05ef97820152fdf38.jpg?s=1024x768,"5 Dong Thai, Hang Buom, Hoan Kiem District, Old Quarter, Hanoi, Vietnam",8.6,514519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi649,Ha Noi,TQT Hanoi Hotel,https://www.agoda.com/tqt-hanoi-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/141/1414994/1414994_16092115410046733976.jpg?s=1024x768,"1 Yet Kieu, Tran Hung dao, Hoan Kiem District, Hanoi, Vietnam",7.8,935065,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi650,Ha Noi,Hoa Hong Hotel - Xa Dan,https://www.agoda.com/hoa-hong-hotel-xa-dan/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/301/301833/301833_16092113570046724596.jpg?s=1024x768,"No.92 Xa Dan St. Dong Da Dist., Dong Da District, Hanoi, Vietnam",7.0,627706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi651,Ha Noi,Classic Street Hotel,https://www.agoda.com/classic-street-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/288/288396/288396_16081710560045555750.jpg?s=1024x768,"41 Hang Be Street, Hoan Kiem District, Old Quarter, Hanoi, Vietnam",8.3,3116883,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi653,Ha Noi,Nova Luxury Hotel,https://www.agoda.com/nova-luxury-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/4123820/-1/fa611d8bb1914bd2a43d1152955ee381.jpg?s=1024x768,"31 Hang Ga str., Old Quarter, Hanoi, Vietnam, 100000",9.3,2975621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi655,Ha Noi,The Rose Cover,https://www.agoda.com/the-rose-cover_2/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/140356995.jpg?k=ba3f454bfc9fccb10df98656898860a39304af106f90f773f90e63b5eda67e44&o=,"23 Le Thanh Tong Phan Chu Trinh, Hoan Kiem District, Hanoi, Vietnam",7.9,529651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi656,Ha Noi,7S Hotel Ritz Boutique,https://www.agoda.com/ritz-boutique-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/223242/-1/7930a970a50e309d1cad3d0f0d7dd1de.jpg?s=1024x768,"23 Au Trieu Street, Hoan Kiem District, Hanoi, Vietnam",8.2,1133333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
